ID,R1_association,R1_edge_weight,R1_concreteness,R2_association,R2_edge_weight,R2_concreteness,R3_association,R3_edge_weight,R3_concreteness,R4_association,R4_edge_weight,R4_concreteness,cue,cue_weight,associations,num_distractors,num_associations,associations_mean_weight,distractors,labels,candidates,candidates_connectivity_score,candidates_connectivity_data,alternative_associations_candidates,cue_associations_str,cue_associations_lst,candidates_connectivity_score_weight,origin_candidates_number,solvers_mean_jaccard
16,meat,25,4.9,grill,23.0,4.86,sauce,19.0,4.75,,,,bbq,67,"[""meat"", ""grill"", ""sauce""]",2,3,22.33333333333333,"[""document"", ""nurse""]","[1, 0, 4]","[""grill"", ""meat"", ""document"", ""nurse"", ""sauce""]",2,"[{'alternative_cue': 'barbecue', 'alternative_cue_novel_associations': ['sauce', 'meat', 'grill'], 'num_alternative_cue_novel_associations': 3}, {'alternative_cue': 'gravy', 'alternative_cue_novel_associations': ['sauce', 'meat'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'lasagna', 'alternative_cue_novel_associations': ['sauce', 'meat'], 'num_alternative_cue_novel_associations': 2}]","[['sauce', 'meat'], ['sauce', 'meat', 'grill']]","['bbq', 'grill', 'meat', 'sauce']","['bbq', 'meat', 'grill', 'sauce']",9,5,1.0
17,water,52,5.0,rain,44.0,4.97,mud,32.0,4.86,wet,27.0,4.46,puddle,128,"[""water"", ""rain"", ""mud""]",2,3,42.66666666666666,"[""drain"", ""billboard""]","[0, 1, 4]","[""water"", ""rain"", ""billboard"", ""drain"", ""mud""]",4,"[{'alternative_cue': 'gutter', 'alternative_cue_novel_associations': ['rain', 'drain', 'water'], 'num_alternative_cue_novel_associations': 3}, {'alternative_cue': 'swamp', 'alternative_cue_novel_associations': ['mud', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'moisture', 'alternative_cue_novel_associations': ['rain', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'drip', 'alternative_cue_novel_associations': ['rain', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'deluge', 'alternative_cue_novel_associations': ['rain', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'showers', 'alternative_cue_novel_associations': ['rain', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'wet', 'alternative_cue_novel_associations': ['rain', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'pour', 'alternative_cue_novel_associations': ['rain', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'typhoon', 'alternative_cue_novel_associations': ['rain', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'sprinkles', 'alternative_cue_novel_associations': ['rain', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'sewer', 'alternative_cue_novel_associations': ['drain', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'drop', 'alternative_cue_novel_associations': ['rain', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'colander', 'alternative_cue_novel_associations': ['drain', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'sprinkle', 'alternative_cue_novel_associations': ['rain', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'dew', 'alternative_cue_novel_associations': ['rain', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'soak', 'alternative_cue_novel_associations': ['rain', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'soaked', 'alternative_cue_novel_associations': ['rain', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'shower', 'alternative_cue_novel_associations': ['rain', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'drops', 'alternative_cue_novel_associations': ['rain', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'drench', 'alternative_cue_novel_associations': ['rain', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'mist', 'alternative_cue_novel_associations': ['rain', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'muddy', 'alternative_cue_novel_associations': ['rain', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'condensation', 'alternative_cue_novel_associations': ['rain', 'water'], 'num_alternative_cue_novel_associations': 2}]","[['rain', 'drain', 'water'], ['drain', 'water'], ['rain', 'water'], ['mud', 'water']]","['mud', 'puddle', 'rain', 'water']","['puddle', 'water', 'rain', 'mud']",25,5,0.8333333333333334
18,plane,37,4.92,pilot,27.0,4.67,fly,12.0,4.64,assistant,11.0,4.07,co-pilot,94,"[""plane"", ""pilot"", ""fly""]",2,3,25.33333333333333,"[""birth control"", ""hedgehog""]","[2, 4, 0]","[""fly"", ""hedgehog"", ""plane"", ""birth control"", ""pilot""]",3,"[{'alternative_cue': 'aircraft', 'alternative_cue_novel_associations': ['fly', 'plane', 'pilot'], 'num_alternative_cue_novel_associations': 3}, {'alternative_cue': 'airline', 'alternative_cue_novel_associations': ['fly', 'plane', 'pilot'], 'num_alternative_cue_novel_associations': 3}, {'alternative_cue': 'aviation', 'alternative_cue_novel_associations': ['fly', 'plane', 'pilot'], 'num_alternative_cue_novel_associations': 3}, {'alternative_cue': 'wing', 'alternative_cue_novel_associations': ['fly', 'plane'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'take off', 'alternative_cue_novel_associations': ['fly', 'plane'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'aeroplane', 'alternative_cue_novel_associations': ['fly', 'plane'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'helicopter', 'alternative_cue_novel_associations': ['fly', 'plane'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'fighter', 'alternative_cue_novel_associations': ['plane', 'pilot'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'air force', 'alternative_cue_novel_associations': ['plane', 'pilot'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'flyer', 'alternative_cue_novel_associations': ['plane', 'pilot'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'flew', 'alternative_cue_novel_associations': ['fly', 'plane'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'wings', 'alternative_cue_novel_associations': ['fly', 'plane'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'pilot', 'alternative_cue_novel_associations': ['fly', 'plane'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'cockpit', 'alternative_cue_novel_associations': ['plane', 'pilot'], 'num_alternative_cue_novel_associations': 2}]","[['plane', 'pilot'], ['fly', 'plane'], ['fly', 'plane', 'pilot']]","['co-pilot', 'fly', 'pilot', 'plane']","['co-pilot', 'plane', 'pilot', 'fly']",16,5,1.0
21,soda,41,4.97,pop,14.0,4.22,brown,11.0,4.48,,,,coca-cola,91,"[""soda"", ""pop"", ""brown""]",2,3,22.0,"[""blink"", ""hoop""]","[3, 1, 0]","[""brown"", ""pop"", ""hoop"", ""soda"", ""blink""]",1,"[{'alternative_cue': 'fizz', 'alternative_cue_novel_associations': ['pop', 'soda'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'pepsi', 'alternative_cue_novel_associations': ['pop', 'soda'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'coca cola', 'alternative_cue_novel_associations': ['pop', 'soda'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'soft drink', 'alternative_cue_novel_associations': ['pop', 'soda'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'fizzy', 'alternative_cue_novel_associations': ['pop', 'soda'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'cola', 'alternative_cue_novel_associations': ['pop', 'soda'], 'num_alternative_cue_novel_associations': 2}]","[['pop', 'soda']]","['brown', 'coca-cola', 'pop', 'soda']","['coca-cola', 'soda', 'pop', 'brown']",4,5,1.0
24,drugs,29,4.63,weed,26.0,4.9,pot,17.0,4.81,,,,stoned,94,"[""drugs"", ""weed"", ""pot""]",2,3,24.0,"[""chlorine"", ""elevator""]","[3, 4, 1]","[""elevator"", ""pot"", ""chlorine"", ""drugs"", ""weed""]",3,"[{'alternative_cue': 'bong', 'alternative_cue_novel_associations': ['drugs', 'pot', 'weed'], 'num_alternative_cue_novel_associations': 3}, {'alternative_cue': 'marijuana', 'alternative_cue_novel_associations': ['pot', 'weed'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'cannabis', 'alternative_cue_novel_associations': ['pot', 'weed'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'joint', 'alternative_cue_novel_associations': ['pot', 'weed'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'dope', 'alternative_cue_novel_associations': ['drugs', 'weed'], 'num_alternative_cue_novel_associations': 2}]","[['drugs', 'weed'], ['drugs', 'pot', 'weed'], ['pot', 'weed']]","['drugs', 'pot', 'stoned', 'weed']","['stoned', 'drugs', 'weed', 'pot']",16,5,0.8333333333333334
26,carrot,19,5.0,green,18.0,4.07,food,16.0,4.8,burger,11.0,4.93,veggie,58,"[""carrot"", ""green"", ""food""]",2,3,17.666666666666668,"[""pork"", ""elbow""]","[0, 2, 3]","[""carrot"", ""pork"", ""green"", ""food"", ""elbow""]",3,"[{'alternative_cue': 'fork', 'alternative_cue_novel_associations': ['food', 'pork'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'guacamole', 'alternative_cue_novel_associations': ['green', 'food'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'vegetables', 'alternative_cue_novel_associations': ['green', 'carrot'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'vegetarian', 'alternative_cue_novel_associations': ['green', 'food'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'sausage', 'alternative_cue_novel_associations': ['food', 'pork'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'watercress', 'alternative_cue_novel_associations': ['green', 'food'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'kelp', 'alternative_cue_novel_associations': ['green', 'food'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'vegan', 'alternative_cue_novel_associations': ['green', 'food'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'artichoke', 'alternative_cue_novel_associations': ['green', 'food'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'pesto', 'alternative_cue_novel_associations': ['green', 'food'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'veggies', 'alternative_cue_novel_associations': ['green', 'food'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'beans', 'alternative_cue_novel_associations': ['green', 'food'], 'num_alternative_cue_novel_associations': 2}]","[['food', 'pork'], ['green', 'carrot'], ['green', 'food']]","['carrot', 'food', 'green', 'veggie']","['veggie', 'carrot', 'green', 'food']",16,5,1.0
28,hair,34,4.97,eye,24.0,4.9,face,19.0,4.87,arch,10.0,4.59,eyebrow,77,"[""hair"", ""eye"", ""face""]",2,3,25.666666666666668,"[""wolf"", ""duchess""]","[1, 2, 4]","[""wolf"", ""hair"", ""eye"", ""duchess"", ""face""]",2,"[{'alternative_cue': 'head', 'alternative_cue_novel_associations': ['face', 'hair'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'shave', 'alternative_cue_novel_associations': ['face', 'hair'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'sideburns', 'alternative_cue_novel_associations': ['face', 'hair'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'mustache', 'alternative_cue_novel_associations': ['face', 'hair'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'forehead', 'alternative_cue_novel_associations': ['face', 'hair'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'facial', 'alternative_cue_novel_associations': ['face', 'hair'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'beard', 'alternative_cue_novel_associations': ['face', 'hair'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'stubble', 'alternative_cue_novel_associations': ['face', 'hair'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'eyebrows', 'alternative_cue_novel_associations': ['face', 'hair'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'eyelash', 'alternative_cue_novel_associations': ['eye', 'hair'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'nostril', 'alternative_cue_novel_associations': ['face', 'hair'], 'num_alternative_cue_novel_associations': 2}]","[['face', 'hair'], ['eye', 'hair']]","['eye', 'eyebrow', 'face', 'hair']","['eyebrow', 'hair', 'eye', 'face']",9,5,0.6666666666666666
30,baseball,48,4.86,rye,45.0,4.74,pitcher,17.0,4.93,mitt,15.0,4.76,catcher,110,"[""baseball"", ""rye"", ""pitcher""]",2,3,36.66666666666666,"[""column"", ""stance""]","[0, 4, 3]","[""baseball"", ""column"", ""stance"", ""pitcher"", ""rye""]",0,[],[],"['baseball', 'catcher', 'pitcher', 'rye']","['catcher', 'baseball', 'rye', 'pitcher']",1,5,1.0
31,water,58,5.0,wet,10.0,4.46,drink,10.0,4.76,,,,fluid,129,"[""water"", ""wet"", ""drink""]",2,3,26.0,"[""head"", ""palm""]","[4, 3, 2]","[""head"", ""palm"", ""drink"", ""wet"", ""water""]",4,"[{'alternative_cue': 'gulp', 'alternative_cue_novel_associations': ['drink', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'dew', 'alternative_cue_novel_associations': ['water', 'wet'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'watery', 'alternative_cue_novel_associations': ['water', 'wet'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'hydrate', 'alternative_cue_novel_associations': ['drink', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'dripping', 'alternative_cue_novel_associations': ['water', 'wet'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'refreshment', 'alternative_cue_novel_associations': ['drink', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'drench', 'alternative_cue_novel_associations': ['water', 'wet'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'sip', 'alternative_cue_novel_associations': ['drink', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'slushy', 'alternative_cue_novel_associations': ['drink', 'wet'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'sweat', 'alternative_cue_novel_associations': ['water', 'wet'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'thirst', 'alternative_cue_novel_associations': ['drink', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'refresh', 'alternative_cue_novel_associations': ['drink', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'moisture', 'alternative_cue_novel_associations': ['water', 'wet'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'puddle', 'alternative_cue_novel_associations': ['water', 'wet'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'nog', 'alternative_cue_novel_associations': ['head', 'drink'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'pour', 'alternative_cue_novel_associations': ['drink', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'shower', 'alternative_cue_novel_associations': ['water', 'wet'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'mist', 'alternative_cue_novel_associations': ['water', 'wet'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'refreshing', 'alternative_cue_novel_associations': ['drink', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'rain', 'alternative_cue_novel_associations': ['water', 'wet'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'marsh', 'alternative_cue_novel_associations': ['water', 'wet'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'soak', 'alternative_cue_novel_associations': ['water', 'wet'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'mud', 'alternative_cue_novel_associations': ['water', 'wet'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'soda', 'alternative_cue_novel_associations': ['drink', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'washcloth', 'alternative_cue_novel_associations': ['water', 'wet'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'thirsty', 'alternative_cue_novel_associations': ['drink', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'sponge', 'alternative_cue_novel_associations': ['water', 'wet'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'quench', 'alternative_cue_novel_associations': ['drink', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'moist', 'alternative_cue_novel_associations': ['water', 'wet'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'splash', 'alternative_cue_novel_associations': ['water', 'wet'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'muddy', 'alternative_cue_novel_associations': ['water', 'wet'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'canteen', 'alternative_cue_novel_associations': ['drink', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'saturate', 'alternative_cue_novel_associations': ['water', 'wet'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'soapy', 'alternative_cue_novel_associations': ['water', 'wet'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'saturated', 'alternative_cue_novel_associations': ['water', 'wet'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'soaked', 'alternative_cue_novel_associations': ['water', 'wet'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'water', 'alternative_cue_novel_associations': ['drink', 'wet'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'mop', 'alternative_cue_novel_associations': ['water', 'wet'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'glistening', 'alternative_cue_novel_associations': ['water', 'wet'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'aqua', 'alternative_cue_novel_associations': ['drink', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'beverage', 'alternative_cue_novel_associations': ['drink', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'showers', 'alternative_cue_novel_associations': ['water', 'wet'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'cups', 'alternative_cue_novel_associations': ['drink', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'tonic', 'alternative_cue_novel_associations': ['drink', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'glass', 'alternative_cue_novel_associations': ['drink', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'condensation', 'alternative_cue_novel_associations': ['water', 'wet'], 'num_alternative_cue_novel_associations': 2}]","[['head', 'drink'], ['drink', 'water'], ['water', 'wet'], ['drink', 'wet']]","['drink', 'fluid', 'water', 'wet']","['fluid', 'water', 'wet', 'drink']",25,5,1.0
32,person,18,4.72,you,11.0,4.11,people,10.0,4.82,,,,anybody,62,"[""person"", ""you"", ""people""]",2,3,13.0,"[""thesaurus"", ""chain""]","[2, 1, 4]","[""chain"", ""you"", ""person"", ""thesaurus"", ""people""]",2,"[{'alternative_cue': 'we', 'alternative_cue_novel_associations': ['people', 'you'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'anyone', 'alternative_cue_novel_associations': ['people', 'person'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'human', 'alternative_cue_novel_associations': ['people', 'person'], 'num_alternative_cue_novel_associations': 2}]","[['people', 'you'], ['people', 'person']]","['anybody', 'people', 'person', 'you']","['anybody', 'person', 'you', 'people']",9,5,0.8333333333333334
33,yellow,42,4.3,game,13.0,4.5,cartoon,13.0,4.33,japan,11.0,4.82,pikachu,120,"[""yellow"", ""game"", ""cartoon""]",2,3,22.666666666666668,"[""cop"", ""cantaloupe""]","[3, 1, 0]","[""cartoon"", ""game"", ""cop"", ""yellow"", ""cantaloupe""]",3,"[{'alternative_cue': 'simpsons', 'alternative_cue_novel_associations': ['yellow', 'cartoon'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'squash', 'alternative_cue_novel_associations': ['yellow', 'game'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'pokemon', 'alternative_cue_novel_associations': ['cartoon', 'game'], 'num_alternative_cue_novel_associations': 2}]","[['cartoon', 'game'], ['yellow', 'game'], ['yellow', 'cartoon']]","['cartoon', 'game', 'pikachu', 'yellow']","['pikachu', 'yellow', 'game', 'cartoon']",16,5,1.0
34,melon,83,4.78,green,23.0,4.07,fruit,13.0,4.81,,,,honeydew,127,"[""melon"", ""green"", ""fruit""]",2,3,39.66666666666666,"[""pond"", ""lemon""]","[2, 0, 4]","[""green"", ""lemon"", ""melon"", ""pond"", ""fruit""]",5,"[{'alternative_cue': 'lime', 'alternative_cue_novel_associations': ['green', 'lemon', 'fruit'], 'num_alternative_cue_novel_associations': 3}, {'alternative_cue': 'pear', 'alternative_cue_novel_associations': ['green', 'fruit'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'unripe', 'alternative_cue_novel_associations': ['green', 'fruit'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'citrus', 'alternative_cue_novel_associations': ['lemon', 'fruit'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'kiwi', 'alternative_cue_novel_associations': ['green', 'fruit'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'grape', 'alternative_cue_novel_associations': ['green', 'fruit'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'grapes', 'alternative_cue_novel_associations': ['green', 'fruit'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'watermelon', 'alternative_cue_novel_associations': ['green', 'fruit'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'apples', 'alternative_cue_novel_associations': ['green', 'fruit'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'frog', 'alternative_cue_novel_associations': ['green', 'pond'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'avocado', 'alternative_cue_novel_associations': ['green', 'fruit'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'vegetable', 'alternative_cue_novel_associations': ['green', 'fruit'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'apple', 'alternative_cue_novel_associations': ['green', 'fruit'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'algae', 'alternative_cue_novel_associations': ['green', 'pond'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'cantaloupe', 'alternative_cue_novel_associations': ['melon', 'fruit'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'toad', 'alternative_cue_novel_associations': ['green', 'pond'], 'num_alternative_cue_novel_associations': 2}]","[['green', 'pond'], ['green', 'fruit'], ['melon', 'fruit'], ['green', 'lemon', 'fruit'], ['lemon', 'fruit']]","['fruit', 'green', 'honeydew', 'melon']","['honeydew', 'melon', 'green', 'fruit']",36,5,0.5
