"Worker ID","Link to Individual Worker Page","Number of HITs approved or rejected - Lifetime","Number of HITs approved - Lifetime","Your Lifetime approval rate","Number of HITs approved or rejected - Last 30 days","Number of HITs approved - Last 30 days","Your Last 30 days approval rate","Number of HITs approved or rejected - Last 7 days","Number of HITs approved - Last 7 days","Your Last 7 days approval rate","CURRENT-vasr_annotator","UPDATE-vasr_annotator","CURRENT-passed_gvlab_solve_qualification","UPDATE-passed_gvlab_solve_qualification","CURRENT-passed_gvlab_create_qualification","UPDATE-passed_gvlab_create_qualification","CURRENT-inadequate","UPDATE-inadequate","CURRENT-gvlab_annotator","UPDATE-gvlab_annotator","CURRENT-analogies_qualification","UPDATE-analogies_qualification","CURRENT-Question aswering qualification","UPDATE-Question aswering qualification","CURRENT-QA - real world data","UPDATE-QA - real world data","CURRENT-Low Analogy Performance","UPDATE-Low Analogy Performance","CURRENT-Experiment RA01 Qualification Test Score","UPDATE-Experiment RA01 Qualification Test Score","CURRENT-Experiment CE01 Qualification Test Score","UPDATE-Experiment CE01 Qualification Test Score","CURRENT-Annotated VASR 1st batch","UPDATE-Annotated VASR 1st batch","CURRENT BlockStatus","UPDATE BlockStatus","BlockReason"
"A3R301TNWFNUOS","https://requester.mturk.com/workers/A3R301TNWFNUOS","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3R541OR7Q1DJN","https://requester.mturk.com/workers/A3R541OR7Q1DJN","1","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3RMDIRX16L60E","https://requester.mturk.com/workers/A3RMDIRX16L60E","23","23","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3RPTYYK3W076W","https://requester.mturk.com/workers/A3RPTYYK3W076W","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3RQ7C28WK6XHR","https://requester.mturk.com/workers/A3RQ7C28WK6XHR","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3RVXTLBBSATQ","https://requester.mturk.com/workers/A3RVXTLBBSATQ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3S104I5V53HB8","https://requester.mturk.com/workers/A3S104I5V53HB8","2","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3S17G38R4V8FR","https://requester.mturk.com/workers/A3S17G38R4V8FR","204","204","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3S5AA4R3RIEEP","https://requester.mturk.com/workers/A3S5AA4R3RIEEP","47","47","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3SEPXOWWT41AF","https://requester.mturk.com/workers/A3SEPXOWWT41AF","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3SFWUQMQPTSGJ","https://requester.mturk.com/workers/A3SFWUQMQPTSGJ","11","11","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3SG675I9KG2Q0","https://requester.mturk.com/workers/A3SG675I9KG2Q0","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3SH8EL6NWLWZS","https://requester.mturk.com/workers/A3SH8EL6NWLWZS","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3SHLGG66PJXEB","https://requester.mturk.com/workers/A3SHLGG66PJXEB","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3SJTDFJ03P5LJ","https://requester.mturk.com/workers/A3SJTDFJ03P5LJ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3SQ00HYQN7FYB","https://requester.mturk.com/workers/A3SQ00HYQN7FYB","1","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3SR7LK7TH1B6F","https://requester.mturk.com/workers/A3SR7LK7TH1B6F","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","100","","","","","","","","","","5","","9","","","","Never Blocked","",""
"A3SRVRFTL8413I","https://requester.mturk.com/workers/A3SRVRFTL8413I","87","87","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","100","","100","","","","","","","","","","","","1","","Never Blocked","",""
"A3T1AH209P8AEI","https://requester.mturk.com/workers/A3T1AH209P8AEI","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3T5Q0724H9GFJ","https://requester.mturk.com/workers/A3T5Q0724H9GFJ","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3TD4VJPN33IWZ","https://requester.mturk.com/workers/A3TD4VJPN33IWZ","85","85","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3TON7FVDBDG35","https://requester.mturk.com/workers/A3TON7FVDBDG35","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3TT7QV49VCZJ9","https://requester.mturk.com/workers/A3TT7QV49VCZJ9","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3TUZ27XUJYTAM","https://requester.mturk.com/workers/A3TUZ27XUJYTAM","1","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3U21PUMQ6NGT2","https://requester.mturk.com/workers/A3U21PUMQ6NGT2","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","1","","","","","","7","","","","Never Blocked","",""
"A3U2S6OPJNS4AQ","https://requester.mturk.com/workers/A3U2S6OPJNS4AQ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3U36WJYNYSNES","https://requester.mturk.com/workers/A3U36WJYNYSNES","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3UF6XXFFRR237","https://requester.mturk.com/workers/A3UF6XXFFRR237","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3UGD39YQAZPUN","https://requester.mturk.com/workers/A3UGD39YQAZPUN","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3UJSDFJ9LBQ6Z","https://requester.mturk.com/workers/A3UJSDFJ9LBQ6Z","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","82","","","","","","","","100","","","","","","","","","","","","","","Never Blocked","",""
"A3UJX60MALFMW0","https://requester.mturk.com/workers/A3UJX60MALFMW0","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","60","","","","1","","","","","","","","","","Never Blocked","",""
"A3UN99S4MWQ9C5","https://requester.mturk.com/workers/A3UN99S4MWQ9C5","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3UQ814LD79TYI","https://requester.mturk.com/workers/A3UQ814LD79TYI","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3USENM43337LT","https://requester.mturk.com/workers/A3USENM43337LT","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3USP1ZP069KCK","https://requester.mturk.com/workers/A3USP1ZP069KCK","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3UUH3632AI3ZX","https://requester.mturk.com/workers/A3UUH3632AI3ZX","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","100","","","","","","","","","","","","1","","Never Blocked","",""
"A3UVY2F573RFU8","https://requester.mturk.com/workers/A3UVY2F573RFU8","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3UWA8H73IQLWW","https://requester.mturk.com/workers/A3UWA8H73IQLWW","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3V4AW6DGWBHDO","https://requester.mturk.com/workers/A3V4AW6DGWBHDO","235","235","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","90","","","","","","","","5","","","","","","Never Blocked","",""
"A3VK19NE4OF59N","https://requester.mturk.com/workers/A3VK19NE4OF59N","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3VO0XM2QYIOI8","https://requester.mturk.com/workers/A3VO0XM2QYIOI8","13","13","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3VPD34C23PQTQ","https://requester.mturk.com/workers/A3VPD34C23PQTQ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A460DN2EEDJR9","https://requester.mturk.com/workers/A460DN2EEDJR9","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A49A0FF6ZXYDU","https://requester.mturk.com/workers/A49A0FF6ZXYDU","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","80","","","","","","","","6","","8","","","","Never Blocked","",""
"A4A1NG6FKG7XS","https://requester.mturk.com/workers/A4A1NG6FKG7XS","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A4CRGE60LBIA8","https://requester.mturk.com/workers/A4CRGE60LBIA8","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A4D99Y82KOLC8","https://requester.mturk.com/workers/A4D99Y82KOLC8","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","60","","","","","","","","4","","10","","","","Never Blocked","",""
"A4H1NYJVE7C53","https://requester.mturk.com/workers/A4H1NYJVE7C53","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A4I3Q1YJM5R5R","https://requester.mturk.com/workers/A4I3Q1YJM5R5R","8","8","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A4ND2UPE50Z6X","https://requester.mturk.com/workers/A4ND2UPE50Z6X","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A4XR158GYZ3QW","https://requester.mturk.com/workers/A4XR158GYZ3QW","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A4ZBPZ0XIT277","https://requester.mturk.com/workers/A4ZBPZ0XIT277","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A59ZTO26IMTZ4","https://requester.mturk.com/workers/A59ZTO26IMTZ4","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A5AVDQDHU3IJJ","https://requester.mturk.com/workers/A5AVDQDHU3IJJ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A5B73N9C2HVEG","https://requester.mturk.com/workers/A5B73N9C2HVEG","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A5BCSSPC180AG","https://requester.mturk.com/workers/A5BCSSPC180AG","11","11","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A5EGM6UX4GGUC","https://requester.mturk.com/workers/A5EGM6UX4GGUC","218","218","100.00%","2","2","100.00%","0","0","0.00%","","","","","","","","","","","90","","","","1","","","","","","","","","","Never Blocked","",""
"A5ULEOIY4UG0F","https://requester.mturk.com/workers/A5ULEOIY4UG0F","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A5XQ30GQTHHK6","https://requester.mturk.com/workers/A5XQ30GQTHHK6","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A6BMCESBGCTRE","https://requester.mturk.com/workers/A6BMCESBGCTRE","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A6FYGSSNGANBG","https://requester.mturk.com/workers/A6FYGSSNGANBG","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A6IEAE410NLT8","https://requester.mturk.com/workers/A6IEAE410NLT8","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A6KOTWP7N7RLU","https://requester.mturk.com/workers/A6KOTWP7N7RLU","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","75","","","","","","","","","","","","","","","","Never Blocked","",""
"A6KU5WJ2CIHFN","https://requester.mturk.com/workers/A6KU5WJ2CIHFN","1367","1367","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","100","","","","","","1","","","","","","1","","Never Blocked","",""
"A6O1VFV32LBS8","https://requester.mturk.com/workers/A6O1VFV32LBS8","8","8","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A6WMOHDM4LV4P","https://requester.mturk.com/workers/A6WMOHDM4LV4P","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A72LC42LU78IP","https://requester.mturk.com/workers/A72LC42LU78IP","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A72UL3TWRN4I6","https://requester.mturk.com/workers/A72UL3TWRN4I6","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A75JLXESFBJ0","https://requester.mturk.com/workers/A75JLXESFBJ0","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A77OIEWWR4UK7","https://requester.mturk.com/workers/A77OIEWWR4UK7","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A7GMDU2U5VBSY","https://requester.mturk.com/workers/A7GMDU2U5VBSY","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A7GQYV2LDRF8K","https://requester.mturk.com/workers/A7GQYV2LDRF8K","6","6","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A7L9ZA6QTLZ1J","https://requester.mturk.com/workers/A7L9ZA6QTLZ1J","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A7VYHDUSGS70R","https://requester.mturk.com/workers/A7VYHDUSGS70R","5","5","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A8028AFBBS29G","https://requester.mturk.com/workers/A8028AFBBS29G","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","","","","","","","","","","","Never Blocked","",""
"A84KYYIRZ3K00","https://requester.mturk.com/workers/A84KYYIRZ3K00","67","67","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A8AK4WHNZS755","https://requester.mturk.com/workers/A8AK4WHNZS755","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A8E99XNOTT390","https://requester.mturk.com/workers/A8E99XNOTT390","46","46","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","100","","","","","","1","","","","","","1","","Never Blocked","",""
"A8EOY6JYQQKX1","https://requester.mturk.com/workers/A8EOY6JYQQKX1","7","7","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A8SHMEIEBI27Y","https://requester.mturk.com/workers/A8SHMEIEBI27Y","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A8TIL9U6YHG5","https://requester.mturk.com/workers/A8TIL9U6YHG5","7","7","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A8WWSKUYQ4X5N","https://requester.mturk.com/workers/A8WWSKUYQ4X5N","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A92KVBM20ZTU4","https://requester.mturk.com/workers/A92KVBM20ZTU4","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A94DL4GI8ZBUO","https://requester.mturk.com/workers/A94DL4GI8ZBUO","0","0","0.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","100","","90","","","","","","","","","","","","","","Never Blocked","",""
"A977HFSD5S9GL","https://requester.mturk.com/workers/A977HFSD5S9GL","49","49","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A9AP3ED0K8LS8","https://requester.mturk.com/workers/A9AP3ED0K8LS8","1","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A9GOIV9GO3QTQ","https://requester.mturk.com/workers/A9GOIV9GO3QTQ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A9HQ3E0F2AGVO","https://requester.mturk.com/workers/A9HQ3E0F2AGVO","42","42","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","100","","","","","","","","","","","","","","Never Blocked","",""
"A9L95DN61DY6Z","https://requester.mturk.com/workers/A9L95DN61DY6Z","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A9LX66EQWDRQ5","https://requester.mturk.com/workers/A9LX66EQWDRQ5","29","29","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A9RF7W4NAJF6D","https://requester.mturk.com/workers/A9RF7W4NAJF6D","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A9TOZ2XMQY1RX","https://requester.mturk.com/workers/A9TOZ2XMQY1RX","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A9V6FR3NG4YSL","https://requester.mturk.com/workers/A9V6FR3NG4YSL","17","17","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AA1IM0SAQ3XFM","https://requester.mturk.com/workers/AA1IM0SAQ3XFM","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","8","","","","Never Blocked","",""
"AA5ZDXAA2DLY1","https://requester.mturk.com/workers/AA5ZDXAA2DLY1","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AAC7V5WYRYGVJ","https://requester.mturk.com/workers/AAC7V5WYRYGVJ","6","6","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AADRZTXSE7211","https://requester.mturk.com/workers/AADRZTXSE7211","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AAI7V9VASGBIY","https://requester.mturk.com/workers/AAI7V9VASGBIY","6","6","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AAI8C6QVC4KP3","https://requester.mturk.com/workers/AAI8C6QVC4KP3","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AAQREZOK13OV7","https://requester.mturk.com/workers/AAQREZOK13OV7","10","10","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","100","","","","","","1","","","","","","1","","Never Blocked","",""
"AAYC278SKA5IG","https://requester.mturk.com/workers/AAYC278SKA5IG","11","11","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AB36N1JL0TR74","https://requester.mturk.com/workers/AB36N1JL0TR74","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AB5C1BRQTC19Q","https://requester.mturk.com/workers/AB5C1BRQTC19Q","12","12","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AB7MYP65HZ2MH","https://requester.mturk.com/workers/AB7MYP65HZ2MH","52","52","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","90","","","","","","","","","","7","","","","Never Blocked","",""
"ABO9F0JD9NN54","https://requester.mturk.com/workers/ABO9F0JD9NN54","0","0","0.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","100","","80","","","","","","","","","","","","","","Never Blocked","",""
"ABQKQQ8BD24BF","https://requester.mturk.com/workers/ABQKQQ8BD24BF","5","5","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"ABS83QIWSMZ9","https://requester.mturk.com/workers/ABS83QIWSMZ9","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"ABUF5EN8YNJQO","https://requester.mturk.com/workers/ABUF5EN8YNJQO","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"ABVGS2Z9NNGD0","https://requester.mturk.com/workers/ABVGS2Z9NNGD0","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"ABWJEFYHO6ZIZ","https://requester.mturk.com/workers/ABWJEFYHO6ZIZ","26","26","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","80","","","","","","1","","","","","","1","","Never Blocked","",""
"ABXI4GBPSE8FP","https://requester.mturk.com/workers/ABXI4GBPSE8FP","1","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AC2CRA0DSCFE5","https://requester.mturk.com/workers/AC2CRA0DSCFE5","19","19","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","100","","","","","","","","","","","","1","","Never Blocked","",""
"AC54HUSIFWSP","https://requester.mturk.com/workers/AC54HUSIFWSP","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"ACHZV6EH3HWTZ","https://requester.mturk.com/workers/ACHZV6EH3HWTZ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"ACKZ2LZPRXNYQ","https://requester.mturk.com/workers/ACKZ2LZPRXNYQ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"ACLG4QV0VPZ6A","https://requester.mturk.com/workers/ACLG4QV0VPZ6A","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"ACLPKTJ1T3EYA","https://requester.mturk.com/workers/ACLPKTJ1T3EYA","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"ACM1CEGHXTKZP","https://requester.mturk.com/workers/ACM1CEGHXTKZP","40","40","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","90","","","","","","","","","","","","1","","Never Blocked","",""
"ACMB4EM30MOWW","https://requester.mturk.com/workers/ACMB4EM30MOWW","5","5","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"ACOB5ZD2HX5EJ","https://requester.mturk.com/workers/ACOB5ZD2HX5EJ","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"ACYH2RL9NM7FS","https://requester.mturk.com/workers/ACYH2RL9NM7FS","144","144","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","100","","","","","","","","","","","","1","","Never Blocked","",""
"AD1ILDUXZHASF","https://requester.mturk.com/workers/AD1ILDUXZHASF","32","32","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","90","","","","","","1","","","","","","","","Never Blocked","",""
"AD8MTB9V5VC9R","https://requester.mturk.com/workers/AD8MTB9V5VC9R","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"ADAKTHXLJRCI7","https://requester.mturk.com/workers/ADAKTHXLJRCI7","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"ADCXF6QY5T046","https://requester.mturk.com/workers/ADCXF6QY5T046","10","10","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"ADCYOXSQB2T8L","https://requester.mturk.com/workers/ADCYOXSQB2T8L","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"ADJ7UKXBC9H3T","https://requester.mturk.com/workers/ADJ7UKXBC9H3T","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"ADJG2Z2KT9ZI3","https://requester.mturk.com/workers/ADJG2Z2KT9ZI3","10","10","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
